Name,Type,Category,Power,Acc.,PP,Heal,Times Hit,First,Crit,Insta,Dodge,Flinch,Charge
Throat Chop,Dark,Physical,0.8,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Thunder,Electric,Special,1.1,70,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Thunder Cage,Electric,Special,0.8,90,15,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Thunder Fang,Electric,Physical,0.65,95,15,0,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Thunder Punch,Electric,Physical,0.75,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Thunder Shock,Electric,Special,0.4,100,30,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Thunderbolt,Electric,Special,0.9,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Thunderclap,Electric,Special,0.7,100,5,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Thunderous Kick,Fighting,Physical,0.9,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Torch Song,Fire,Special,0.8,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Trailblaze,Grass,Physial,0.5,100,20,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Tri Attack,Normal,Special,0.8,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Triple Arrows,Fighting,Physical,0.9,100,10,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Triple Axel,Ice,Physical,0.4,90,10,0,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Triple Dive,Water,Physical,0.3,95,10,0,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Triple Kick,Fighting,Physical,0.3,90,10,0,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Trop Kick,Grass,Physical,0.7,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Trump Card,Normal,Special,1.1,100,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Twin Beam,Psychic,Special,0.4,100,10,0,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Twinneedle,Bug,Physical,0.25,100,20,0,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Twister,Dragon,Special,0.4,100,20,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
U turn,Bug,Physical,0.7,100,20,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Upper Hand,Fighting,Physical,0.65,100,15,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Uproar,Normal,Special,0.9,100,15,0,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Vcreate,Fire,Physical,1.8,95,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Vacumm Wave,Fighting,Special,0.4,100,30,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Veevee Volley,Normal,Physical,1,100,20,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Venoshock,Poison,Special,0.65,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Vine Whip,Grass,Physical,0.45,100,25,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Vise Grip,Normal,Physical,0.55,100,30,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Vital Throw,Fighting,Physical,0.7,100,10,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Volt Switch,Electric,Special,0.7,100,20,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Wake Up Slap,Fighting,Physical,0.7,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Water Gun,Water,Special,0.4,100,25,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Water Pledge,Water,Special,0.8,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Water Pulse,Water,Special,0.6,100,20,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Water Shuriken,Water,Special,0.15,100,20,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Water Spout,Water,Special,1.5,100,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Waterfall,Water,Physical,0.8,100,15,0,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Wave Crash,Water,Physical,1.2,100,10,-0.1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Weather Ball,Normal,Special,0.5,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Whirlpool,Water,Special,0.35,85,15,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Wicked Blow,Dark,Physical,0.75,100,5,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Wicked Torque,Dark,Physical,0.8,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Wild Charge,Electric,Physical,0.9,100,15,-0.1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Wildbolt Storm,Electric,Special,1,80,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Wing Attack,Flying,Physical,0.6,100,35,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Wood Hammer,Grass,Physical,1.2,100,15,-0.1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Wrap,Normal,Physical,0.15,90,20,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Wring Out,Normal,Special,0.5,100,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
X Scissor,Bug,Physical,0.8,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Zap Cannon,Electric,Special,1.2,50,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Zen Headbutt,Psychic,Physical,0.8,90,15,0,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Zing Zap,Electric,Physical,0.8,100,10,0,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Zippy Zap,Electric,Physical,0.5,100,15,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
